Timestamp,What is your age?,What is your gender?,What is your University name?,Your current year of study?,How many cups of caffeine (tea/coffee/energy drinks) do you have daily?,How often do you use electronic devices (phone/laptop) in bed before sleep?,How often do you feel cognitive load?,How often do you feel stressed?,"How would you rate your ""Mental Stamina"" (the ability to think hard for long periods)?","How often do you find yourself ""spacing out"" or losing your train of thought during conversations?","Do you experience ""Audio Lag"" (hearing someone speak but taking a few seconds to understand the meaning)?","On average, how many hours of actual sleep do you get per night?",How often do you wake up in the middle of the night?,How would you rate your overall sleep quality?,How often do you forget basic information in your daily life?,"How much do you rely on ""external reminders"" (alarms, notes, friends) to remember basic daily tasks?","How frequently do you experience ""Brain Fog"" (confusion or lack of clarity)?",How many academic deadlines have you missed or delayed in the last month?,To what extent do you feel sleep deprivation is lowering your GPA?,How often does physical or mental fatigue prevent you from completing your daily goals? ,Do you struggle with making quick decisions or solving logical problems?
2026/03/04 04:01:52 AM GMT+6,23,Male,Asian University for Women,1st Year,3â€“4,Rarely,Never,Sometimes,3 (Full Energy),Sometimes,Yes,7â€“8 hours,Never,5 (Excellent),Sometimes,Sometimes,Sometimes,5 or more,Severe impact,Rarely,Never
2026/04/24 01:47:31 PM GMT+6,25,Female,Stamford University,Graduated,5 or more,Always,Rarely,Rarely,3 (Full Energy),Rarely,Yes,7â€“8 hours,Sometimes,4 (Good),Always,Completely dependent,Sometimes,5 or more,Severe impact,Often,Never
2026/03/28 08:53:55 PM GMT+6,24,Female,AIUB,3rd Year,1â€“2,Never,Rarely,Never,1 (Total Exhaustion),Never,Yes,7â€“8 hours,Sometimes,5 (Excellent),Rarely,Completely dependent,Sometimes,1â€“2,Minor impact,Rarely,Sometimes
2026/03/14 03:11:15 AM GMT+6,23,Male,BUP,Graduated,1â€“2,Never,Always,Rarely,1 (Total Exhaustion),Rarely,Yes,7â€“8 hours,Sometimes,2 (Poor),Never,Completely dependent,Always,3â€“4,No impact,Rarely,Always
2026/03/21 02:19:00 PM GMT+6,27,Female,BRAC University,Graduated,3â€“4,Always,Never,Never,1 (Total Exhaustion),Sometimes,Maybe,More than 8 hours,Sometimes,1 (Very Poor),Rarely,Not at all,Always,5 or more,Severe impact,Always,Sometimes
2026/03/13 02:16:44 PM GMT+6,21,Male,AIUB,1st Year,3â€“4,Always,Never,Sometimes,2 (Fading Fast),Always,Maybe,Less than 5 hours,Never,4 (Good),Sometimes,Not at all,Never,1â€“2,No impact,Often,Always
2026/04/01 10:58:38 PM GMT+6,26,Male,IUT,Graduated,1â€“2,Never,Always,Always,3 (Full Energy),Sometimes,Yes,7â€“8 hours,Sometimes,2 (Poor),Sometimes,Not at all,Sometimes,3â€“4,No impact,Never,Never
2026/03/05 11:20:20 AM GMT+6,26,Male,BUP,4th Year,1â€“2,Sometimes,Never,Always,2 (Fading Fast),Never,No,6â€“7 hours,Sometimes,3 (Average),Sometimes,Completely dependent,Always,5 or more,No impact,Often,Never
2026/04/07 05:35:22 PM GMT+6,25,Female,University of Chittagong,Graduated,5 or more,Sometimes,Always,Often,3 (Full Energy),Never,Maybe,5â€“6 hours,Never,1 (Very Poor),Sometimes,Sometimes,Never,1â€“2,Moderate impact,Often,Always
2026/03/11 12:20:48 PM GMT+6,23,Female,BRAC University,4th Year,1â€“2,Sometimes,Rarely,Never,1 (Total Exhaustion),Sometimes,No,6â€“7 hours,Never,2 (Poor),Never,Sometimes,Always,1â€“2,Minor impact,Always,Sometimes
2026/04/03 12:08:17 AM GMT+6,24,Male,University of Dhaka,4th Year,1â€“2,Never,Always,Rarely,3 (Full Energy),Never,Maybe,More than 8 hours,Always,1 (Very Poor),Rarely,Not at all,Always,3â€“4,High impact,Never,Always
2026/04/22 10:37:49 PM GMT+6,22,Male,BUET,2nd Year,1â€“2,Never,Rarely,Never,3 (Full Energy),Never,No,Less than 5 hours,Sometimes,3 (Average),Always,Sometimes,Always,3â€“4,High impact,Sometimes,Sometimes
2026/03/20 08:01:43 AM GMT+6,25,Female,BRAC University,1st Year,5 or more,Sometimes,Always,Often,2 (Fading Fast),Rarely,Yes,5â€“6 hours,Never,5 (Excellent),Rarely,Completely dependent,Never,5 or more,High impact,Rarely,Always
2026/04/26 08:34:13 PM GMT+6,22,Male,Green University,2nd Year,3â€“4,Rarely,Never,Often,1 (Total Exhaustion),Always,Yes,Less than 5 hours,Always,4 (Good),Always,Completely dependent,Never,3â€“4,High impact,Often,Never
2026/03/18 10:24:12 AM GMT+6,21,Female,Begum Rokeya University,2nd Year,3â€“4,Always,Never,Rarely,2 (Fading Fast),Always,Yes,Less than 5 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Always,5 or more,Moderate impact,Always,Sometimes
2026/04/03 11:45:47 AM GMT+6,26,Male,DIU,Graduated,5 or more,Sometimes,Always,Often,3 (Full Energy),Sometimes,Yes,Less than 5 hours,Never,5 (Excellent),Sometimes,Not at all,Never,1â€“2,No impact,Always,Always
2026/04/10 03:32:23 PM GMT+6,27,Female,BUP,Graduated,5 or more,Never,Never,Never,2 (Fading Fast),Never,Maybe,6â€“7 hours,Sometimes,1 (Very Poor),Never,Sometimes,Always,1â€“2,Moderate impact,Often,Sometimes
2026/03/16 03:17:18 AM GMT+6,24,Male,UIU,4th Year,1â€“2,Sometimes,Rarely,Always,2 (Fading Fast),Never,Maybe,5â€“6 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Sometimes,1â€“2,No impact,Always,Never
2026/04/19 01:52:09 PM GMT+6,25,Female,Stamford University,Graduated,1â€“2,Never,Always,Sometimes,1 (Total Exhaustion),Rarely,Maybe,6â€“7 hours,Never,5 (Excellent),Sometimes,Not at all,Always,3â€“4,High impact,Always,Always
2026/03/17 01:09:47 AM GMT+6,24,Female,Asian University for Women,Graduated,3â€“4,Always,Sometimes,Often,3 (Full Energy),Never,Yes,Less than 5 hours,Never,4 (Good),Sometimes,Sometimes,Never,5 or more,Moderate impact,Sometimes,Never
2026/04/09 01:34:51 PM GMT+6,26,Male,BAU,Graduated,5 or more,Rarely,Always,Rarely,3 (Full Energy),Never,No,More than 8 hours,Sometimes,1 (Very Poor),Always,Sometimes,Never,3â€“4,No impact,Never,Always
2026/04/03 05:47:27 AM GMT+6,21,Male,"Independent University, Bangladesh (IUB)",1st Year,1â€“2,Always,Never,Sometimes,3 (Full Energy),Rarely,No,5â€“6 hours,Always,2 (Poor),Sometimes,Completely dependent,Never,5 or more,High impact,Sometimes,Never
2026/03/29 09:50:43 PM GMT+6,22,Male,University of Chittagong,1st Year,3â€“4,Sometimes,Sometimes,Often,2 (Fading Fast),Rarely,Yes,7â€“8 hours,Always,1 (Very Poor),Rarely,Not at all,Sometimes,1â€“2,Severe impact,Always,Sometimes
2026/04/04 01:44:28 PM GMT+6,21,Male,Jahangirnagar University,2nd Year,3â€“4,Never,Always,Rarely,1 (Total Exhaustion),Rarely,Yes,More than 8 hours,Sometimes,5 (Excellent),Never,Sometimes,Always,3â€“4,Minor impact,Rarely,Always
2026/03/20 01:00:24 AM GMT+6,25,Male,AUST,4th Year,3â€“4,Never,Rarely,Rarely,3 (Full Energy),Sometimes,No,6â€“7 hours,Always,5 (Excellent),Rarely,Completely dependent,Always,3â€“4,No impact,Always,Always
2026/03/12 02:23:20 AM GMT+6,24,Female,AIUB,2nd Year,1â€“2,Rarely,Sometimes,Never,2 (Fading Fast),Always,No,Less than 5 hours,Always,2 (Poor),Sometimes,Not at all,Never,5 or more,High impact,Always,Always
2026/04/09 05:03:58 PM GMT+6,20,Female,North South University (NSU),1st Year,3â€“4,Rarely,Sometimes,Always,2 (Fading Fast),Rarely,No,7â€“8 hours,Sometimes,3 (Average),Rarely,Completely dependent,Never,5 or more,Severe impact,Never,Never
2026/04/28 01:21:14 AM GMT+6,26,Male,Noakhali STU,4th Year,5 or more,Never,Always,Sometimes,1 (Total Exhaustion),Rarely,Maybe,More than 8 hours,Always,1 (Very Poor),Rarely,Sometimes,Sometimes,3â€“4,Severe impact,Always,Never
2026/04/14 07:01:46 AM GMT+6,26,Male,Begum Rokeya University,4th Year,5 or more,Always,Never,Often,2 (Fading Fast),Rarely,Maybe,5â€“6 hours,Never,3 (Average),Never,Not at all,Never,5 or more,High impact,Sometimes,Always
2026/04/02 07:41:55 AM GMT+6,23,Male,Noakhali STU,2nd Year,5 or more,Sometimes,Sometimes,Never,3 (Full Energy),Always,No,7â€“8 hours,Sometimes,2 (Poor),Rarely,Not at all,Always,1â€“2,Severe impact,Sometimes,Always
2026/04/04 11:54:56 PM GMT+6,21,Male,Stamford University,1st Year,1â€“2,Rarely,Never,Rarely,3 (Full Energy),Rarely,Yes,Less than 5 hours,Sometimes,4 (Good),Always,Not at all,Sometimes,5 or more,No impact,Never,Always
2026/03/18 02:59:31 PM GMT+6,23,Male,Jagannath University,3rd Year,3â€“4,Rarely,Always,Often,2 (Fading Fast),Always,Yes,Less than 5 hours,Never,3 (Average),Sometimes,Completely dependent,Sometimes,1â€“2,Moderate impact,Always,Never
2026/03/10 09:04:17 PM GMT+6,22,Female,BAU,2nd Year,1â€“2,Sometimes,Never,Never,2 (Fading Fast),Always,Yes,6â€“7 hours,Never,1 (Very Poor),Sometimes,Completely dependent,Always,5 or more,No impact,Often,Sometimes
2026/03/04 10:15:47 PM GMT+6,26,Female,Jahangirnagar University,Graduated,1â€“2,Always,Always,Rarely,3 (Full Energy),Rarely,Yes,Less than 5 hours,Sometimes,2 (Poor),Sometimes,Sometimes,Always,5 or more,Severe impact,Always,Always
2026/04/14 01:42:19 AM GMT+6,23,Female,"Independent University, Bangladesh (IUB)",1st Year,1â€“2,Never,Rarely,Always,3 (Full Energy),Never,Yes,6â€“7 hours,Never,3 (Average),Sometimes,Sometimes,Always,5 or more,Moderate impact,Never,Never
2026/03/12 09:03:54 PM GMT+6,24,Male,Metropolitan University,3rd Year,3â€“4,Rarely,Never,Always,2 (Fading Fast),Rarely,No,6â€“7 hours,Sometimes,3 (Average),Rarely,Not at all,Sometimes,3â€“4,High impact,Never,Always
2026/03/27 03:40:40 PM GMT+6,22,Male,Jahangirnagar University,1st Year,1â€“2,Rarely,Never,Often,1 (Total Exhaustion),Rarely,Yes,7â€“8 hours,Always,5 (Excellent),Never,Completely dependent,Sometimes,5 or more,High impact,Rarely,Sometimes
2026/04/27 11:02:27 AM GMT+6,25,Female,East West University,1st Year,1â€“2,Never,Never,Always,3 (Full Energy),Sometimes,No,7â€“8 hours,Always,3 (Average),Sometimes,Completely dependent,Sometimes,3â€“4,Moderate impact,Never,Always
2026/04/21 03:23:15 PM GMT+6,26,Female,UIU,Graduated,5 or more,Rarely,Always,Rarely,2 (Fading Fast),Sometimes,Yes,Less than 5 hours,Never,1 (Very Poor),Sometimes,Sometimes,Never,5 or more,High impact,Rarely,Always
2026/03/19 04:22:51 PM GMT+6,22,Male,BUET,2nd Year,3â€“4,Sometimes,Never,Never,1 (Total Exhaustion),Rarely,No,6â€“7 hours,Always,2 (Poor),Rarely,Not at all,Sometimes,1â€“2,High impact,Rarely,Always
2026/03/08 02:43:36 AM GMT+6,26,Male,North South University (NSU),2nd Year,1â€“2,Never,Never,Never,2 (Fading Fast),Always,Maybe,Less than 5 hours,Never,3 (Average),Rarely,Sometimes,Always,1â€“2,High impact,Rarely,Sometimes
2026/04/23 12:35:52 PM GMT+6,25,Male,AUST,4th Year,5 or more,Always,Always,Sometimes,3 (Full Energy),Sometimes,Yes,5â€“6 hours,Sometimes,4 (Good),Sometimes,Sometimes,Sometimes,3â€“4,Severe impact,Never,Always
2026/04/10 11:15:58 PM GMT+6,26,Female,"Independent University, Bangladesh (IUB)",Graduated,5 or more,Never,Rarely,Never,1 (Total Exhaustion),Sometimes,Maybe,Less than 5 hours,Never,4 (Good),Sometimes,Completely dependent,Sometimes,3â€“4,High impact,Rarely,Always
2026/03/08 02:29:48 PM GMT+6,23,Male,MIST,3rd Year,1â€“2,Never,Always,Often,1 (Total Exhaustion),Rarely,Maybe,5â€“6 hours,Sometimes,1 (Very Poor),Rarely,Not at all,Never,3â€“4,Severe impact,Rarely,Never
2026/03/08 08:18:29 PM GMT+6,22,Male,BUP,2nd Year,1â€“2,Never,Rarely,Rarely,2 (Fading Fast),Always,Yes,5â€“6 hours,Always,4 (Good),Rarely,Not at all,Always,3â€“4,Moderate impact,Often,Always
2026/04/22 07:06:41 AM GMT+6,25,Male,UIU,4th Year,1â€“2,Always,Rarely,Always,3 (Full Energy),Always,Maybe,5â€“6 hours,Never,4 (Good),Rarely,Sometimes,Sometimes,1â€“2,Minor impact,Never,Never
2026/03/11 09:39:26 PM GMT+6,24,Female,AIUB,Graduated,3â€“4,Sometimes,Never,Never,3 (Full Energy),Sometimes,Yes,7â€“8 hours,Sometimes,2 (Poor),Rarely,Not at all,Sometimes,5 or more,Minor impact,Never,Never
2026/03/03 04:51:23 AM GMT+6,23,Female,Stamford University,2nd Year,1â€“2,Always,Never,Never,1 (Total Exhaustion),Never,Maybe,6â€“7 hours,Never,2 (Poor),Sometimes,Not at all,Never,5 or more,Minor impact,Often,Always
2026/03/17 03:58:42 PM GMT+6,26,Male,MIST,Graduated,1â€“2,Always,Always,Sometimes,3 (Full Energy),Rarely,Maybe,6â€“7 hours,Sometimes,2 (Poor),Never,Not at all,Always,1â€“2,Moderate impact,Rarely,Always
2026/03/28 06:29:26 AM GMT+6,20,Female,IIUC Chittagong,1st Year,1â€“2,Always,Sometimes,Often,3 (Full Energy),Rarely,Yes,7â€“8 hours,Always,2 (Poor),Sometimes,Completely dependent,Sometimes,1â€“2,Severe impact,Always,Never
2026/03/06 03:07:45 PM GMT+6,26,Female,University of Rajshahi,Graduated,5 or more,Always,Always,Never,3 (Full Energy),Always,Maybe,6â€“7 hours,Never,3 (Average),Always,Not at all,Never,1â€“2,Minor impact,Sometimes,Never
2026/03/23 04:29:21 AM GMT+6,21,Female,Begum Rokeya University,1st Year,3â€“4,Always,Never,Never,1 (Total Exhaustion),Rarely,Maybe,Less than 5 hours,Sometimes,5 (Excellent),Always,Completely dependent,Sometimes,5 or more,Moderate impact,Sometimes,Sometimes
2026/04/14 07:12:24 AM GMT+6,26,Female,North South University (NSU),Graduated,1â€“2,Sometimes,Rarely,Rarely,3 (Full Energy),Rarely,Yes,Less than 5 hours,Always,4 (Good),Rarely,Not at all,Never,1â€“2,Moderate impact,Always,Never
2026/03/03 07:30:54 AM GMT+6,22,Female,Noakhali STU,2nd Year,3â€“4,Sometimes,Rarely,Often,1 (Total Exhaustion),Always,Yes,6â€“7 hours,Always,2 (Poor),Rarely,Completely dependent,Never,1â€“2,High impact,Rarely,Always
2026/04/29 04:46:11 PM GMT+6,23,Female,University of Chittagong,2nd Year,5 or more,Sometimes,Never,Rarely,2 (Fading Fast),Rarely,No,Less than 5 hours,Sometimes,5 (Excellent),Rarely,Not at all,Always,1â€“2,No impact,Always,Never
2026/03/26 02:15:40 AM GMT+6,26,Male,North South University (NSU),4th Year,5 or more,Never,Always,Rarely,3 (Full Energy),Sometimes,Maybe,7â€“8 hours,Always,1 (Very Poor),Never,Completely dependent,Always,3â€“4,Minor impact,Rarely,Never
2026/04/22 04:57:02 AM GMT+6,27,Female,AIUB,2nd Year,1â€“2,Always,Sometimes,Rarely,1 (Total Exhaustion),Sometimes,Yes,5â€“6 hours,Never,3 (Average),Rarely,Not at all,Never,5 or more,Moderate impact,Often,Always
2026/04/20 10:07:38 AM GMT+6,22,Male,SUST,2nd Year,5 or more,Sometimes,Sometimes,Always,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Always,3 (Average),Always,Not at all,Never,5 or more,Minor impact,Sometimes,Never
2026/04/13 02:26:41 PM GMT+6,23,Male,IIUC Chittagong,3rd Year,5 or more,Never,Never,Always,3 (Full Energy),Never,Yes,5â€“6 hours,Sometimes,2 (Poor),Rarely,Sometimes,Always,5 or more,High impact,Rarely,Always
2026/04/19 08:11:29 AM GMT+6,24,Female,University of Asia Pacific (UAP),2nd Year,1â€“2,Always,Always,Never,2 (Fading Fast),Sometimes,No,7â€“8 hours,Sometimes,4 (Good),Always,Not at all,Always,1â€“2,No impact,Always,Never
2026/04/15 07:16:26 AM GMT+6,22,Male,East West University,2nd Year,5 or more,Sometimes,Rarely,Never,3 (Full Energy),Always,Maybe,5â€“6 hours,Sometimes,2 (Poor),Sometimes,Sometimes,Sometimes,1â€“2,Minor impact,Often,Sometimes
2026/04/04 06:00:00 PM GMT+6,21,Female,University of Asia Pacific (UAP),2nd Year,3â€“4,Rarely,Rarely,Never,1 (Total Exhaustion),Never,Yes,More than 8 hours,Never,3 (Average),Never,Completely dependent,Never,1â€“2,Moderate impact,Often,Always
2026/03/27 02:42:33 AM GMT+6,23,Female,University of Asia Pacific (UAP),4th Year,3â€“4,Always,Never,Never,1 (Total Exhaustion),Never,No,6â€“7 hours,Sometimes,2 (Poor),Always,Sometimes,Never,3â€“4,Severe impact,Sometimes,Never
2026/04/03 03:50:22 AM GMT+6,24,Male,AIUB,3rd Year,5 or more,Sometimes,Sometimes,Always,3 (Full Energy),Rarely,Maybe,5â€“6 hours,Sometimes,2 (Poor),Never,Not at all,Always,5 or more,High impact,Always,Sometimes
2026/03/11 06:47:21 PM GMT+6,24,Male,AUST,2nd Year,1â€“2,Never,Sometimes,Sometimes,1 (Total Exhaustion),Never,No,7â€“8 hours,Never,4 (Good),Rarely,Not at all,Never,1â€“2,Moderate impact,Rarely,Always
2026/04/05 12:39:53 AM GMT+6,26,Female,North South University (NSU),Graduated,1â€“2,Sometimes,Sometimes,Always,2 (Fading Fast),Rarely,Yes,7â€“8 hours,Always,5 (Excellent),Never,Not at all,Sometimes,5 or more,Minor impact,Never,Always
2026/03/12 10:12:49 AM GMT+6,26,Female,IIUC Chittagong,3rd Year,5 or more,Sometimes,Never,Rarely,1 (Total Exhaustion),Never,Yes,6â€“7 hours,Never,3 (Average),Rarely,Not at all,Sometimes,1â€“2,No impact,Never,Sometimes
2026/03/22 10:01:27 PM GMT+6,22,Male,Jahangirnagar University,2nd Year,5 or more,Never,Rarely,Often,2 (Fading Fast),Rarely,Maybe,More than 8 hours,Always,4 (Good),Always,Completely dependent,Always,1â€“2,Severe impact,Sometimes,Never
2026/04/12 02:08:09 PM GMT+6,24,Male,Sylhet Agricultural University,4th Year,1â€“2,Rarely,Sometimes,Often,1 (Total Exhaustion),Never,Maybe,6â€“7 hours,Sometimes,4 (Good),Sometimes,Sometimes,Never,1â€“2,Severe impact,Often,Always
2026/04/02 03:59:36 AM GMT+6,24,Male,DIU,2nd Year,5 or more,Sometimes,Always,Always,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Sometimes,2 (Poor),Never,Not at all,Always,3â€“4,Moderate impact,Always,Sometimes
2026/04/05 04:58:11 AM GMT+6,24,Female,Begum Rokeya University,Graduated,1â€“2,Always,Never,Never,1 (Total Exhaustion),Always,Maybe,Less than 5 hours,Sometimes,2 (Poor),Sometimes,Not at all,Sometimes,1â€“2,High impact,Often,Sometimes
2026/04/21 11:22:34 AM GMT+6,25,Male,MIST,3rd Year,1â€“2,Always,Rarely,Rarely,2 (Fading Fast),Always,No,5â€“6 hours,Sometimes,1 (Very Poor),Never,Completely dependent,Never,5 or more,Severe impact,Sometimes,Never
2026/04/20 05:11:52 AM GMT+6,24,Male,Metropolitan University,2nd Year,1â€“2,Never,Rarely,Often,1 (Total Exhaustion),Always,Maybe,7â€“8 hours,Sometimes,4 (Good),Always,Completely dependent,Sometimes,5 or more,Severe impact,Never,Never
2026/03/30 06:03:06 AM GMT+6,25,Female,Green University,Graduated,5 or more,Always,Rarely,Often,1 (Total Exhaustion),Never,No,Less than 5 hours,Sometimes,4 (Good),Never,Completely dependent,Always,5 or more,No impact,Always,Sometimes
2026/04/09 06:14:43 PM GMT+6,26,Male,Jahangirnagar University,Graduated,5 or more,Never,Sometimes,Often,1 (Total Exhaustion),Sometimes,Yes,5â€“6 hours,Always,5 (Excellent),Sometimes,Sometimes,Always,3â€“4,Moderate impact,Often,Sometimes
2026/03/15 01:00:58 PM GMT+6,25,Male,AIUB,2nd Year,3â€“4,Rarely,Sometimes,Often,2 (Fading Fast),Rarely,No,More than 8 hours,Always,1 (Very Poor),Sometimes,Sometimes,Sometimes,3â€“4,Severe impact,Always,Always
2026/04/13 10:51:42 AM GMT+6,24,Female,Noakhali STU,Graduated,1â€“2,Sometimes,Rarely,Never,2 (Fading Fast),Sometimes,Maybe,More than 8 hours,Always,3 (Average),Always,Completely dependent,Always,1â€“2,Moderate impact,Often,Always
2026/03/28 08:09:23 PM GMT+6,24,Male,IUT,3rd Year,3â€“4,Always,Rarely,Always,2 (Fading Fast),Rarely,Yes,7â€“8 hours,Sometimes,2 (Poor),Always,Completely dependent,Sometimes,3â€“4,Severe impact,Rarely,Sometimes
2026/04/16 11:44:07 PM GMT+6,23,Male,Begum Rokeya University,3rd Year,3â€“4,Never,Always,Never,2 (Fading Fast),Always,Maybe,More than 8 hours,Always,5 (Excellent),Always,Completely dependent,Always,1â€“2,Severe impact,Sometimes,Sometimes
2026/03/11 04:56:06 PM GMT+6,22,Male,University of Chittagong,2nd Year,3â€“4,Always,Rarely,Often,3 (Full Energy),Always,No,7â€“8 hours,Never,5 (Excellent),Always,Not at all,Sometimes,1â€“2,Moderate impact,Rarely,Always
2026/04/11 07:55:25 PM GMT+6,21,Male,BUP,2nd Year,3â€“4,Never,Rarely,Always,1 (Total Exhaustion),Never,No,7â€“8 hours,Never,3 (Average),Never,Sometimes,Never,3â€“4,Minor impact,Never,Never
2026/04/17 03:26:26 PM GMT+6,21,Male,North South University (NSU),1st Year,3â€“4,Rarely,Always,Never,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Never,3 (Average),Never,Completely dependent,Sometimes,5 or more,Severe impact,Never,Sometimes
2026/03/02 04:34:51 AM GMT+6,27,Female,Noakhali STU,Graduated,1â€“2,Sometimes,Always,Sometimes,1 (Total Exhaustion),Always,Yes,More than 8 hours,Never,5 (Excellent),Always,Completely dependent,Always,5 or more,High impact,Rarely,Never
2026/04/26 08:22:23 AM GMT+6,21,Male,IIUC Chittagong,1st Year,1â€“2,Rarely,Sometimes,Never,2 (Fading Fast),Never,Yes,7â€“8 hours,Never,5 (Excellent),Always,Completely dependent,Always,1â€“2,Severe impact,Often,Never
2026/03/12 02:14:14 AM GMT+6,24,Female,IIUC Chittagong,3rd Year,5 or more,Sometimes,Always,Never,3 (Full Energy),Never,Maybe,6â€“7 hours,Always,1 (Very Poor),Always,Sometimes,Never,3â€“4,Severe impact,Always,Always
2026/03/31 10:35:58 AM GMT+6,26,Male,University of Dhaka,Graduated,3â€“4,Never,Sometimes,Rarely,3 (Full Energy),Sometimes,No,5â€“6 hours,Sometimes,2 (Poor),Always,Not at all,Never,3â€“4,Moderate impact,Rarely,Always
2026/03/25 02:58:22 PM GMT+6,25,Female,"Independent University, Bangladesh (IUB)",Graduated,1â€“2,Sometimes,Never,Always,1 (Total Exhaustion),Always,No,6â€“7 hours,Sometimes,1 (Very Poor),Always,Not at all,Sometimes,3â€“4,High impact,Always,Always
2026/03/16 11:57:57 AM GMT+6,23,Male,"Independent University, Bangladesh (IUB)",Graduated,3â€“4,Rarely,Always,Always,1 (Total Exhaustion),Never,Yes,6â€“7 hours,Sometimes,2 (Poor),Always,Not at all,Sometimes,5 or more,Moderate impact,Always,Always
2026/03/04 10:14:28 PM GMT+6,24,Female,IIUC Chittagong,4th Year,3â€“4,Sometimes,Always,Never,2 (Fading Fast),Always,Maybe,5â€“6 hours,Sometimes,3 (Average),Never,Not at all,Always,1â€“2,Severe impact,Often,Sometimes
